Taskset,Algorithm,Number of Tasks,Utilization,Schedulable
tasksets/10-tasks/40-percent/taskset-308,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-308,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-308,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-309,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-309,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-309,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-31,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-31,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-31,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-310,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-310,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-310,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-311,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-311,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-311,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-312,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-312,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-312,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-313,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-313,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-313,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-314,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-314,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-314,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-315,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-315,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-315,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-316,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-316,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-316,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-317,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-317,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-317,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-318,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-318,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-318,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-319,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-319,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-319,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-32,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-32,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-32,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-320,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-320,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-320,rr,10,40,0
tasksets/10-tasks/40-percent/taskset-321,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-321,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-321,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-322,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-322,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-322,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-323,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-323,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-323,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-324,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-324,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-324,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-325,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-325,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-325,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-326,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-326,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-326,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-327,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-327,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-327,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-328,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-328,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-328,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-329,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-329,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-329,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-33,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-33,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-33,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-330,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-330,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-330,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-331,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-331,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-331,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-332,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-332,edf,10,40,2
tasksets/10-tasks/40-percent/taskset-332,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-333,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-333,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-333,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-334,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-334,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-334,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-335,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-335,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-335,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-336,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-336,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-336,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-337,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-337,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-337,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-338,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-338,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-338,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-339,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-339,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-339,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-34,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-34,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-34,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-340,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-340,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-340,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-341,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-341,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-341,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-342,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-342,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-342,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-343,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-343,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-343,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-344,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-344,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-344,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-345,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-345,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-345,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-346,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-346,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-346,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-347,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-347,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-347,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-348,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-348,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-348,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-349,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-349,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-349,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-35,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-35,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-35,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-350,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-350,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-350,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-351,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-351,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-351,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-352,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-352,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-352,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-353,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-353,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-353,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-354,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-354,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-354,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-355,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-355,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-355,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-356,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-356,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-356,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-357,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-357,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-357,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-358,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-358,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-358,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-359,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-359,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-359,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-36,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-36,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-36,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-360,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-360,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-360,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-361,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-361,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-361,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-362,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-362,edf,10,40,2
tasksets/10-tasks/40-percent/taskset-362,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-363,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-363,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-363,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-364,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-364,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-364,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-365,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-365,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-365,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-366,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-366,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-366,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-367,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-367,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-367,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-368,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-368,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-368,rr,10,40,0
tasksets/10-tasks/40-percent/taskset-369,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-369,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-369,rr,10,40,0
tasksets/10-tasks/40-percent/taskset-37,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-37,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-37,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-370,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-370,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-370,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-371,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-371,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-371,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-372,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-372,edf,10,40,2
tasksets/10-tasks/40-percent/taskset-372,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-373,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-373,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-373,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-374,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-374,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-374,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-375,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-375,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-375,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-376,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-376,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-376,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-377,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-377,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-377,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-378,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-378,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-378,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-379,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-379,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-379,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-38,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-38,edf,10,40,2
tasksets/10-tasks/40-percent/taskset-38,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-380,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-380,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-380,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-381,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-381,edf,10,40,2
tasksets/10-tasks/40-percent/taskset-381,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-382,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-382,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-382,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-383,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-383,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-383,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-384,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-384,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-384,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-385,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-385,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-385,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-386,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-386,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-386,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-387,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-387,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-387,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-388,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-388,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-388,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-389,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-389,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-389,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-39,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-39,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-39,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-390,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-390,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-390,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-391,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-391,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-391,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-392,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-392,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-392,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-393,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-393,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-393,rr,10,40,0
tasksets/10-tasks/40-percent/taskset-394,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-394,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-394,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-395,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-395,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-395,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-396,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-396,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-396,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-397,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-397,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-397,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-398,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-398,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-398,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-399,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-399,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-399,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-4,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-4,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-4,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-40,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-40,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-40,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-400,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-400,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-400,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-401,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-401,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-401,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-402,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-402,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-402,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-403,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-403,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-403,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-404,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-404,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-404,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-405,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-405,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-405,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-406,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-406,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-406,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-407,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-407,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-407,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-408,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-408,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-408,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-409,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-409,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-409,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-41,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-41,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-41,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-410,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-410,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-410,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-411,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-411,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-411,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-412,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-412,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-412,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-413,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-413,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-413,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-414,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-414,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-414,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-415,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-415,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-415,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-416,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-416,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-416,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-417,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-417,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-417,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-418,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-418,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-418,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-419,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-419,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-419,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-42,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-42,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-42,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-420,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-420,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-420,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-421,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-421,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-421,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-422,dm,10,40,3
tasksets/10-tasks/40-percent/taskset-422,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-422,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-423,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-423,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-423,rr,10,40,0
tasksets/10-tasks/40-percent/taskset-424,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-424,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-424,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-425,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-425,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-425,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-426,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-426,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-426,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-427,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-427,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-427,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-428,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-428,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-428,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-429,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-429,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-429,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-43,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-43,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-43,rr,10,40,2
tasksets/10-tasks/40-percent/taskset-430,dm,10,40,1
tasksets/10-tasks/40-percent/taskset-430,edf,10,40,0
tasksets/10-tasks/40-percent/taskset-430,rr,10,40,0
tasksets/10-tasks/40-percent/taskset-431,dm,10,40,1
